0.09751714	0.07201404	0.039662283	-0.12585722	-0.06941271	-0.09799013	0.0077385376	0.025734352	-0.017342592	-0.036297176	-0.009188983	-0.059410967	0.014781129	0.06362197	0.033635467	-0.020126216
0.08869276	0.06581444	0.07158891	-0.14164943	-0.021676723	-0.026006015	0.016587676	0.015608555	-0.002451223	0.072665095	-0.012669293	-0.0049044155	0.016392944	-0.0042181034	0.0050960765	-0.026307777
0.062720925	0.062885314	0.081563786	0.026210919	-0.06603531	-0.06306666	-0.025374403	0.0025456427	-0.029523617	0.040562917	-0.05891364	0.02932401	0.097265825	0.09721827	0.023994595	-0.056014564
0.061741583	0.11387206	-0.038653433	-0.08379997	-0.014283412	-0.027885007	0.039023668	-0.013599332	0.033087187	0.03681769	0.006960044	-0.0128301205	-0.0038513425	0.09476891	0.015594684	-0.07902273
0.059890755	0.05401753	0.015901234	-0.027380522	-0.040659554	-0.016960572	-0.020199524	-0.045112275	0.060479213	0.024287524	-0.03703394	-0.04167686	0.019545216	0.0069824653	0.039148606	-0.039235253
-0.0037292042	0.030855384	-0.019851848	-0.1118856	-0.064392164	-0.03460847	-0.006588386	-0.010688425	0.032588504	0.036845587	0.034877844	-0.015806284	0.009675862	0.047503047	0.07012701	-0.0224716
0.04876288	0.14382626	0.04783454	-0.13705261	-0.04220376	0.0073931604	-0.016804673	-0.022265252	-0.045025818	0.06913636	-0.06750642	-0.08799294	0.061668426	-0.013705998	-0.021278456	-0.09088265
0.07440578	0.09908328	0.011635176	-0.043098513	-0.048611205	-0.08152926	0.0010957795	-0.013552124	0.046292152	0.057824325	-0.024258226	0.008065195	-0.048607524	0.04091782	0.03169274	-0.05385222
0.095989086	0.10899712	0.022499029	-0.094757944	-0.087372474	-0.05344913	0.08602613	0.04584778	0.025896309	-0.0026791312	-0.040747665	0.064659044	-0.010061852	0.03416154	0.04097998	-0.028322497
0.123009115	0.042237587	0.07930004	-0.05305846	0.04464451	0.06606902	0.058573063	-0.04286869	0.011362429	-0.0054730573	-0.072408594	0.024975194	-0.013377199	0.02894181	0.081415765	-0.080150425
0.06751399	0.039673988	0.04178365	-0.07228426	-0.0698654	0.052310154	0.0012397335	0.023964759	-0.008407233	0.004011745	-0.051358037	-0.07584021	0.00015027441	0.06123255	0.09755957	0.009321575
0.010450178	0.1485477	0.08077309	-0.120422445	0.0061526843	-0.08515285	0.056489058	0.019676542	-0.0071314443	-0.035780154	-0.015497964	-0.061957784	-0.06159336	0.055908825	0.0627461	-0.043498263
-0.018223055	0.028926382	0.078030325	-0.054392982	-0.06006412	-0.06360825	-0.047667895	-0.023484748	0.05002794	0.073329374	-0.008727334	0.004674861	0.05315463	0.042491335	0.055249844	-0.07001138
0.08682296	0.05085114	0.03548905	-0.065868594	-0.0016761121	-0.075540684	-0.04537616	-0.0016794374	0.026899373	-0.03014897	0.036640167	-0.084205434	-0.0043296795	0.05219446	-0.050629	0.0047826124
0.0553601	0.094019264	-0.06439616	-0.04514395	-0.055080783	-0.118803546	0.057123587	-0.031262714	-0.016475376	0.019520354	-0.053035606	0.053776722	0.045909397	0.089319296	0.0046040746	-0.06416876
0.03566956	0.06491228	0.0392314	-0.102000855	-0.042478453	-0.07445938	-0.04372729	0.048688203	0.041458555	0.08591135	-0.02434462	-0.044439882	-0.0040055034	0.039040204	0.045658756	0.020093702
0.049585856	0.040897053	-0.06528664	-0.04689585	-0.009103807	-0.05087673	0.0071300785	-0.0387905	-0.04916829	0.027162578	-0.07035776	-0.03208944	-0.0557998	0.029652448	0.0391701	-0.124580026
0.033888385	0.09933701	0.055816483	-0.089182526	0.08525627	-0.06852675	0.01845065	0.020887567	0.050928626	0.01256662	-0.014858843	-0.0036209105	-0.00933941	0.017536363	-0.0012208825	-0.07202736
0.17616843	-0.049636632	0.10571098	-0.13514568	-0.10414125	0.015522876	0.06044588	-0.10780423	-0.014780215	0.0418906	0.058698658	-0.06586793	-0.029156892	0.0369166	0.008071614	-0.023793178
0.029903732	-0.04135196	-0.019867294	-0.15368296	0.055288065	-0.08812699	0.053225223	0.05555553	-0.05593527	0.012647234	0.03566049	0.035546664	0.03254002	0.060102478	-0.016744416	-0.09200116
-0.091209225	0.14365259	0.06402401	-0.09584187	-0.08497001	-0.09025331	-0.028454812	-0.028705854	0.076284945	0.047543462	0.008110543	0.013079466	0.034625188	-0.028179735	0.041291315	-0.0053246655
0.059335787	0.05223436	-0.06069259	-0.11016862	-0.07619947	-0.09110974	0.032236088	0.039302815	-0.037949204	0.082898706	0.022446962	0.020241959	-0.005493916	0.086348206	-0.009436468	-0.075499564
0.15851653	-0.02928908	0.060339723	-0.09789438	0.021007398	0.13825613	0.07596597	-0.0006510948	-0.09103815	0.003786844	-0.008536488	0.029833214	0.035661634	0.08828726	0.018891696	-0.02462137
0.031058066	-0.056503795	0.11716889	-0.12447437	-0.004153207	-0.045735914	0.008367662	0.06022194	0.083605334	0.067849346	0.08454053	-0.10973755	-0.091969274	0.028963046	-0.02038406	-0.038092002
-0.06604586	0.1031947	-0.011800616	-0.08358146	-0.10086774	0.124213345	0.010819391	0.08447562	0.00927471	-0.017516151	-0.0018279431	0.05733279	-0.02244588	0.05848675	0.021609375	-0.09240927
0.062791504	0.04214679	0.01004646	-0.0001271307	-0.04105742	-0.0273657	0.09829242	0.053020846	-0.033155743	0.05854905	0.010056951	0.021144813	-0.05448722	0.084682584	-0.0329727	-0.053304367
-0.016725909	-0.019857695	-0.022485537	-0.03421963	-0.08773266	-0.05707902	0.066017106	-0.053718403	0.049909763	-0.024118692	-0.04595705	0.04888711	-0.020025609	0.07451276	0.042101197	0.03212341
0.05328322	0.029738909	-0.009933143	-0.110166445	-0.12130281	-0.057957858	-0.0007658367	-0.07771367	0.07277513	0.0049744844	-0.027734865	-0.040951174	0.032299597	0.004032912	0.012842106	-0.0002773891
0.09849432	0.036661394	-0.0029681858	-0.049286406	-0.12782866	-0.06385827	0.014471101	0.051003866	0.05943299	-0.04249346	-0.026309356	0.037839573	-0.028519835	-0.07571782	0.052536063	0.026796434
-0.06051585	0.11381316	-0.0606132	-0.11425341	-0.02372718	-0.027689444	0.018926041	0.04737386	0.010388166	-0.07743798	-0.054165132	0.03732379	-0.004551976	0.019473916	-0.00028845618	0.0061971773
0.03338533	-0.08199752	0.009142563	-0.115168415	-0.045144014	-0.0073833414	0.038117267	0.0063168188	0.12533453	0.08480679	0.015689075	-0.012843249	0.008531465	0.027807906	-0.024463432	0.022849957
